,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
67,31,94140,RENT,5.0,VENTURE,D,12000,14.91,0.13,Y,8,0
68,24,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0.04,N,2,0
69,24,78300,RENT,0.0,HOMEIMPROVEMENT,A,5000,7.74,0.06,N,3,0
70,34,54600,RENT,2.0,MEDICAL,A,2500,7.88,0.05,N,8,0
71,27,125000,MORTGAGE,11.0,PERSONAL,C,15975,12.72,0.13,Y,8,0
72,22,32001,RENT,4.0,VENTURE,D,6000,,0.19,Y,3,0
73,32,59500,RENT,3.0,EDUCATION,D,6000,13.36,0.1,Y,8,0
74,23,37000,RENT,1.0,EDUCATION,A,10400,7.66,0.28,N,4,0
75,29,120000,MORTGAGE,7.0,VENTURE,C,12000,13.48,0.1,N,7,0
76,25,48000,RENT,3.0,PERSONAL,A,5000,9.63,0.1,N,3,0
77,24,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275,8.07,0.1,N,4,0
78,23,80000,MORTGAGE,3.0,VENTURE,A,5500,5.42,0.07,N,2,0
79,31,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,5.42,0.15,N,7,0
80,43,36000,RENT,4.0,PERSONAL,A,10400,7.66,0.29,N,14,0
81,24,58000,RENT,6.0,EDUCATION,A,9000,7.29,0.16,N,4,0
82,34,60000,MORTGAGE,7.0,EDUCATION,C,10175,,0.17,N,5,0
83,25,70000,RENT,5.0,HOMEIMPROVEMENT,A,6800,5.42,0.1,N,2,0
84,28,120000,RENT,4.0,EDUCATION,C,20000,14.26,0.17,N,7,0
85,26,112000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,12.53,0.18,N,4,1
86,27,76788,MORTGAGE,0.0,DEBTCONSOLIDATION,B,17000,12.42,0.22,N,10,0
87,24,38001,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.17,0.32,N,3,1
88,44,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.11,0.19,N,16,0
89,34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,6.91,0.13,N,6,0
90,23,66661,MORTGAGE,7.0,PERSONAL,B,1500,11.49,0.02,N,2,0
91,27,118000,RENT,1.0,PERSONAL,D,13425,15.99,0.11,Y,10,1
92,43,36000,RENT,0.0,MEDICAL,A,9000,5.79,0.25,N,17,0
93,27,36000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.85,0.22,Y,6,1
94,27,19000,OWN,2.0,HOMEIMPROVEMENT,D,7800,15.58,0.41,Y,5,1
95,25,126000,MORTGAGE,9.0,VENTURE,B,10200,,0.08,N,4,0
96,25,44640,RENT,4.0,PERSONAL,B,9000,10.65,0.2,N,4,0
97,28,65000,RENT,3.0,HOMEIMPROVEMENT,A,7000,8.49,0.11,N,6,0
98,23,74000,RENT,1.0,EDUCATION,C,3500,12.87,0.05,Y,3,0
99,23,65000,OWN,8.0,PERSONAL,C,9600,14.17,0.15,Y,4,0
100,42,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,8.49,0.11,N,12,0
101,45,85000,RENT,0.0,PERSONAL,C,26000,14.27,0.31,Y,15,1
102,23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0.39,N,3,0
103,37,84000,RENT,4.0,HOMEIMPROVEMENT,B,5000,10.0,0.06,N,16,0
104,40,77000,MORTGAGE,9.0,EDUCATION,B,12000,,0.16,N,12,0
105,26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0.12,N,4,0
106,25,38000,RENT,1.0,EDUCATION,A,10000,7.49,0.26,N,2,0
107,25,38000,RENT,1.0,EDUCATION,A,10000,7.49,0.26,N,4,0
108,30,65000,RENT,11.0,PERSONAL,D,12800,15.2,0.2,N,6,0
109,32,100000,MORTGAGE,4.0,PERSONAL,A,6000,7.14,0.06,N,10,0
110,21,30000,RENT,0.0,VENTURE,A,5000,8.59,0.17,N,2,0
111,22,85000,RENT,1.0,EDUCATION,C,12000,12.84,0.14,Y,4,0
112,24,55000,RENT,5.0,HOMEIMPROVEMENT,A,10000,5.42,0.18,N,2,0
113,31,150000,RENT,,EDUCATION,D,35000,18.25,0.23,N,6,1
114,37,117000,MORTGAGE,3.0,PERSONAL,A,10000,8.94,0.09,N,11,0
115,27,31200,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,7.74,0.24,N,8,0
116,26,28800,OWN,8.0,EDUCATION,A,6000,8.9,0.21,N,3,0
117,29,34000,RENT,6.0,DEBTCONSOLIDATION,D,8000,16.77,0.24,Y,10,1
118,23,55004,MORTGAGE,4.0,EDUCATION,D,9600,14.74,0.17,Y,2,0
119,41,50000,RENT,0.0,PERSONAL,C,7000,12.87,0.14,Y,12,0
120,30,49110,RENT,2.0,EDUCATION,B,19775,12.42,0.4,N,10,1
121,25,140000,MORTGAGE,3.0,MEDICAL,B,8000,11.71,0.06,N,2,0
122,41,43439,RENT,,MEDICAL,C,15000,12.73,0.35,N,15,1
123,36,81996,RENT,4.0,PERSONAL,D,15000,14.09,0.18,N,16,0
124,21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0.1,N,4,0
125,25,52000,RENT,4.0,EDUCATION,B,15000,12.18,0.29,N,4,0
126,24,59000,RENT,5.0,MEDICAL,A,3500,8.9,0.06,N,3,0
127,29,54000,MORTGAGE,7.0,MEDICAL,F,14800,18.53,0.27,Y,8,1
128,29,89000,RENT,3.0,PERSONAL,A,12000,7.29,0.13,N,5,0
129,24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0.05,N,4,0
130,21,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,7.51,0.18,N,4,0
131,31,64000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5100,13.22,0.08,N,10,1
132,23,65000,MORTGAGE,7.0,EDUCATION,A,9000,7.88,0.14,N,3,0
133,24,40000,RENT,5.0,MEDICAL,B,2000,,0.05,N,4,0
134,28,60000,MORTGAGE,6.0,EDUCATION,B,15000,11.99,0.25,N,5,0
135,23,29976,RENT,3.0,PERSONAL,B,15000,10.25,0.5,N,4,1
136,30,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,15000,16.35,0.11,N,5,0
137,26,67000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,6500,14.11,0.1,Y,2,1
138,28,67386,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1500,6.91,0.02,N,6,0
139,25,60000,MORTGAGE,7.0,EDUCATION,D,12000,16.77,0.2,N,4,0
140,28,90000,RENT,1.0,PERSONAL,A,10200,8.9,0.11,N,8,0
141,23,36000,OWN,1.0,VENTURE,A,1800,6.54,0.05,N,4,0
142,25,63000,MORTGAGE,9.0,EDUCATION,B,25000,11.49,0.4,N,2,0
143,25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0.17,N,4,0
144,26,67000,RENT,6.0,EDUCATION,C,2000,,0.03,N,4,0
145,23,54000,RENT,7.0,EDUCATION,B,4500,,0.08,N,2,1
146,48,56500,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15000,11.14,0.27,N,11,1
147,22,65500,RENT,4.0,EDUCATION,B,17600,10.74,0.27,N,2,0
148,38,64800,RENT,15.0,PERSONAL,B,7500,9.63,0.12,N,11,0
149,24,110000,OWN,0.0,HOMEIMPROVEMENT,C,10000,13.35,0.09,Y,2,0
150,33,44000,RENT,3.0,MEDICAL,B,2725,12.18,0.06,N,6,1
151,30,145000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9600,7.9,0.07,N,6,0
152,26,120000,RENT,10.0,DEBTCONSOLIDATION,B,6000,9.88,0.05,N,4,0
153,28,54000,MORTGAGE,9.0,EDUCATION,A,10000,8.59,0.19,N,8,0
154,26,65000,RENT,3.0,MEDICAL,A,2000,7.51,0.03,N,2,0
155,27,30000,RENT,4.0,EDUCATION,B,10000,10.74,0.33,N,10,1
156,22,100000,MORTGAGE,7.0,EDUCATION,A,20000,6.91,0.2,N,4,0
157,28,54996,MORTGAGE,8.0,EDUCATION,B,16750,10.38,0.3,N,9,1
158,33,35600,RENT,1.0,MEDICAL,C,6000,13.49,0.17,Y,6,1
159,24,35000,OWN,2.0,VENTURE,B,3600,9.99,0.1,N,4,0
160,25,77000,RENT,2.0,DEBTCONSOLIDATION,A,3500,7.9,0.05,N,4,0
161,21,26400,RENT,2.0,EDUCATION,C,5000,13.49,0.19,Y,2,0
162,36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,0.05,Y,11,1
163,24,133000,RENT,3.0,EDUCATION,D,20000,12.36,0.15,Y,2,0
164,25,51780,RENT,8.0,MEDICAL,C,12000,13.47,0.23,N,3,1
165,26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0.06,N,2,0
166,26,56100,MORTGAGE,10.0,MEDICAL,D,16000,,0.24,Y,2,1
167,24,90000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.59,0.06,N,2,0
168,25,30000,OWN,9.0,VENTURE,A,10000,,0.33,N,2,0
169,36,70000,MORTGAGE,16.0,VENTURE,B,10000,9.88,0.14,N,14,0
170,24,45000,RENT,1.0,PERSONAL,C,2000,13.99,0.04,Y,2,0
171,24,25000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,9.32,0.28,N,2,0
172,23,34255,RENT,7.0,VENTURE,G,6000,22.11,0.18,Y,3,1
173,22,70000,MORTGAGE,4.0,VENTURE,A,5025,,0.07,N,2,0
174,52,22500,MORTGAGE,2.0,PERSONAL,C,6000,13.49,0.27,N,21,0
175,25,41000,RENT,3.0,VENTURE,B,3000,,0.07,N,3,0
176,22,45000,RENT,0.0,DEBTCONSOLIDATION,C,4000,,0.09,N,4,0
177,23,22884,RENT,8.0,EDUCATION,B,6000,11.49,0.26,N,3,0
178,33,19200,RENT,0.0,MEDICAL,A,8000,7.66,0.42,N,6,1
179,26,41000,MORTGAGE,5.0,PERSONAL,A,8000,6.03,0.2,N,3,0
180,29,96050,MORTGAGE,7.0,MEDICAL,C,15200,13.85,0.13,Y,5,1
181,31,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,7.49,0.15,N,9,0
182,39,119000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.49,0.18,N,12,0
183,23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0.32,N,4,0
184,30,155000,RENT,9.0,DEBTCONSOLIDATION,A,6000,7.14,0.04,N,10,0
185,22,102000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0.1,N,4,0
186,33,108000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,11500,9.99,0.11,N,7,0
187,23,120000,MORTGAGE,2.0,EDUCATION,A,6000,6.76,0.05,N,3,0
188,29,33864,RENT,2.0,VENTURE,D,6000,14.91,0.18,Y,6,1
189,27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,A,14825,,0.17,N,9,0
190,31,92000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3500,5.79,0.04,N,6,0
191,39,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,8750,,0.14,Y,13,1
192,24,40800,OWN,0.0,VENTURE,C,14400,14.35,0.35,N,2,0
193,23,20400,RENT,5.0,EDUCATION,D,5500,,0.27,N,2,0
194,21,46000,OWN,5.0,VENTURE,D,10000,14.74,0.22,Y,3,0
195,37,38400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2400,6.99,0.06,N,17,0
196,25,70000,RENT,6.0,VENTURE,B,12000,12.18,0.17,N,3,0
197,33,26100,RENT,16.0,PERSONAL,B,5000,10.75,0.19,N,6,0
198,36,60000,MORTGAGE,12.0,EDUCATION,A,15000,7.88,0.25,N,17,0
199,28,80000,MORTGAGE,8.0,EDUCATION,C,13000,13.47,0.16,N,5,0
200,26,52000,RENT,2.0,EDUCATION,B,4800,9.99,0.09,N,2,0
201,26,46000,RENT,4.0,PERSONAL,A,9000,7.14,0.2,N,3,0
202,49,61776,MORTGAGE,1.0,PERSONAL,B,12000,12.21,0.19,N,12,0
203,23,60000,OWN,2.0,MEDICAL,A,5000,6.03,0.08,N,3,0
204,32,150000,MORTGAGE,16.0,PERSONAL,A,6000,7.49,0.04,N,9,0
205,26,52000,MORTGAGE,10.0,PERSONAL,A,3000,9.63,0.06,N,3,0
206,27,122000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,7.88,0.07,N,6,0
207,34,74700,OWN,10.0,MEDICAL,B,14000,9.91,0.19,N,5,0
208,28,54000,MORTGAGE,12.0,MEDICAL,C,6000,15.23,0.11,N,8,1
209,24,50496,MORTGAGE,3.0,PERSONAL,B,3000,11.99,0.06,N,3,0
210,36,55000,RENT,5.0,VENTURE,A,7000,6.92,0.13,N,16,0
211,23,105000,MORTGAGE,7.0,VENTURE,B,12000,11.36,0.11,N,2,0
212,24,51000,OWN,9.0,VENTURE,D,10000,15.31,0.2,Y,2,0
213,21,33276,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.83,0.3,N,3,0
214,25,105897,MORTGAGE,9.0,MEDICAL,B,25000,11.36,0.24,N,3,0
215,26,27000,RENT,1.0,MEDICAL,B,5800,10.65,0.21,N,3,0
216,23,33000,RENT,4.0,EDUCATION,C,8000,,0.24,N,3,0
217,25,88500,RENT,3.0,VENTURE,C,7200,13.47,0.08,Y,2,0
218,23,85000,MORTGAGE,4.0,EDUCATION,A,3000,6.03,0.04,N,3,0
219,24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,,0.15,N,3,0
220,24,70000,MORTGAGE,1.0,EDUCATION,B,9000,11.83,0.13,N,3,0
221,25,57700,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,,0.16,N,3,0
222,30,30000,RENT,1.0,PERSONAL,B,14500,,0.48,N,8,1
223,24,104000,MORTGAGE,9.0,PERSONAL,B,14000,9.99,0.13,N,3,0
224,22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0.07,N,4,0
225,28,20000,RENT,0.0,MEDICAL,B,7500,9.76,0.38,N,9,1
226,24,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,12000,16.29,0.13,Y,3,1
227,28,58000,MORTGAGE,12.0,EDUCATION,A,3000,,0.05,N,8,0
228,28,150000,MORTGAGE,0.0,VENTURE,E,25000,15.25,0.17,Y,8,0
229,22,92496,MORTGAGE,2.0,EDUCATION,A,10200,,0.11,N,4,0
230,35,35300,RENT,0.0,EDUCATION,C,7500,12.29,0.21,Y,7,0
231,40,550000,MORTGAGE,5.0,MEDICAL,B,8000,10.75,0.01,N,14,0
232,28,95000,OWN,4.0,HOMEIMPROVEMENT,B,25000,9.62,0.26,N,8,0
233,22,71000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3200,10.25,0.05,N,3,1
234,32,50000,OWN,16.0,HOMEIMPROVEMENT,A,8000,7.49,0.16,N,9,0
235,23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0.04,Y,4,0
236,26,40000,RENT,0.0,PERSONAL,C,5000,13.11,0.13,Y,3,0
237,27,54000,MORTGAGE,11.0,MEDICAL,A,4000,,0.07,N,8,0
238,28,124886,MORTGAGE,12.0,PERSONAL,B,5000,11.99,0.04,N,5,1
239,23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0.11,N,3,0
240,29,64000,RENT,13.0,PERSONAL,C,4900,,0.08,Y,10,0
241,22,23000,RENT,6.0,MEDICAL,C,4850,14.27,0.21,Y,3,0
242,27,45760,MORTGAGE,0.0,PERSONAL,A,9300,,0.2,N,10,0
243,24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0.19,N,2,0
244,28,31200,RENT,5.0,MEDICAL,B,15000,11.83,0.48,N,9,1
245,32,65000,RENT,2.0,HOMEIMPROVEMENT,C,11600,13.49,0.18,Y,8,0
246,22,50000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.22,0.4,N,2,1
247,38,65000,RENT,4.0,HOMEIMPROVEMENT,C,4500,13.43,0.07,N,12,0
248,27,76000,RENT,2.0,MEDICAL,C,14500,12.73,0.19,N,10,0
249,24,56000,RENT,4.0,HOMEIMPROVEMENT,A,12000,8.94,0.21,N,3,0
250,27,25000,RENT,9.0,VENTURE,C,2000,13.11,0.08,Y,6,0
251,24,50000,RENT,1.0,DEBTCONSOLIDATION,A,10000,7.51,0.2,N,4,0
252,32,160000,MORTGAGE,2.0,MEDICAL,B,3200,,0.02,N,5,0
253,24,32000,RENT,9.0,MEDICAL,A,3600,7.49,0.11,N,3,0
254,22,60000,RENT,2.0,DEBTCONSOLIDATION,C,8000,13.49,0.13,N,3,0
255,26,26400,RENT,6.0,MEDICAL,C,6000,6.0,0.23,N,4,0
256,26,52800,RENT,1.0,PERSONAL,A,4000,,0.08,N,3,0
257,22,33685,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.85,0.15,N,3,0
258,31,34000,RENT,15.0,PERSONAL,C,10625,14.79,0.31,Y,6,1
259,34,68000,MORTGAGE,1.0,EDUCATION,C,15000,11.78,0.22,Y,7,0
260,24,136000,MORTGAGE,9.0,PERSONAL,F,25000,19.13,0.18,N,3,1
261,24,74448,MORTGAGE,8.0,EDUCATION,A,4000,,0.05,N,2,0
262,32,120000,MORTGAGE,7.0,PERSONAL,D,28250,16.77,0.24,Y,9,0
263,25,85000,MORTGAGE,7.0,EDUCATION,C,12000,14.65,0.14,Y,4,0
264,26,122000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,4800,,0.04,Y,2,0
265,24,55782,RENT,3.0,DEBTCONSOLIDATION,A,17000,7.51,0.3,N,3,0
266,29,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,6.91,0.12,N,10,0
267,44,88000,RENT,8.0,EDUCATION,B,8000,10.38,0.09,N,12,0
268,38,54400,RENT,5.0,MEDICAL,D,10000,15.33,0.16,Y,15,1
269,27,24000,RENT,2.0,VENTURE,C,5000,14.72,0.21,N,10,0
270,25,78500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,7.88,0.2,N,2,0
271,25,50000,RENT,4.0,EDUCATION,E,10000,16.82,0.2,Y,2,0
272,25,30720,MORTGAGE,3.0,MEDICAL,B,2000,11.12,0.07,N,4,0
273,22,38400,OWN,5.0,EDUCATION,C,10000,13.99,0.26,N,2,0
274,24,80000,OWN,8.0,MEDICAL,B,20000,9.51,0.25,N,2,0
275,30,70000,RENT,4.0,VENTURE,B,2500,10.36,0.04,N,7,0
276,40,66000,RENT,0.0,DEBTCONSOLIDATION,C,15575,14.27,0.24,Y,13,0
277,24,50000,MORTGAGE,4.0,MEDICAL,A,4000,,0.08,N,2,0
278,29,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14000,13.48,0.31,Y,5,0
279,25,58750,MORTGAGE,6.0,HOMEIMPROVEMENT,D,6000,15.33,0.1,Y,3,0
280,22,52000,RENT,1.0,MEDICAL,A,5000,6.99,0.1,N,2,0
281,22,66300,RENT,4.0,MEDICAL,E,8000,18.39,0.1,N,4,1
282,22,42000,RENT,3.0,EDUCATION,B,8500,12.53,0.2,N,4,0
283,27,36000,RENT,11.0,MEDICAL,A,3000,8.0,0.08,N,9,0
284,23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0.08,Y,2,0
285,32,120000,MORTGAGE,9.0,VENTURE,A,8000,7.51,0.07,N,7,0
286,26,80000,MORTGAGE,5.0,MEDICAL,A,5000,,0.06,N,3,0
287,25,84000,RENT,5.0,HOMEIMPROVEMENT,B,18000,9.88,0.21,N,3,0
288,23,77004,MORTGAGE,7.0,VENTURE,A,6000,7.88,0.08,N,2,0
289,25,66125,MORTGAGE,2.0,EDUCATION,C,4000,12.53,0.06,Y,4,0
290,25,60000,RENT,6.0,VENTURE,B,2400,11.49,0.04,N,3,0
291,27,56000,OWN,7.0,VENTURE,C,1000,14.65,0.02,N,8,0
292,25,114000,MORTGAGE,4.0,EDUCATION,A,10000,9.32,0.09,N,4,0
293,25,30000,OWN,9.0,VENTURE,D,7000,,0.23,N,3,0
294,29,62050,RENT,3.0,MEDICAL,E,15000,15.95,0.21,Y,8,1
295,24,90000,RENT,2.0,EDUCATION,B,11000,11.14,0.12,N,3,0
296,34,18000,RENT,0.0,MEDICAL,B,1500,11.48,0.08,N,6,1
297,27,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10000,,0.13,N,7,0
298,25,30600,RENT,,MEDICAL,C,10500,13.35,0.34,N,3,1
299,21,65004,MORTGAGE,5.0,MEDICAL,A,1500,7.88,0.02,N,4,0
300,24,23500,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000,10.38,0.3,N,4,0
301,30,30000,RENT,7.0,DEBTCONSOLIDATION,B,7200,10.36,0.24,N,6,0
302,32,49200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0.1,N,10,0
303,22,27600,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.38,0.22,N,4,0
304,26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0.24,N,3,0
305,49,72000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.49,0.11,N,17,0
306,26,48000,RENT,0.0,PERSONAL,E,6000,16.45,0.13,N,4,1
307,23,60000,MORTGAGE,4.0,EDUCATION,A,13000,6.91,0.22,N,2,0
308,29,47500,MORTGAGE,14.0,VENTURE,A,3500,8.9,0.07,N,9,0
309,38,74000,RENT,9.0,EDUCATION,C,9000,12.84,0.12,N,12,0
310,22,23800,RENT,2.0,PERSONAL,A,8800,9.32,0.37,N,2,1
